npsn,nama,alamat,kecamatan,kabupaten,provinsi,bentuk_pendidikan,status_sekolah,latitude,longitude
69974740,TK MUSLIMAT NU,Dusun Sumbersari A,Kec. Mepanga,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,SWASTA,0.540785,120.726697
40203063,SD INPRES 1 KOTARAYA,Jl. Siswa No. 8,Kec. Mepanga,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5411,120.7273
40202970,SMP NEGERI 1 MEPANGA,Jl. Siswa No. 9,Kec. Mepanga,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,NEGERI,0.5408,120.7282
69956045,MTSS Al - Huda Malino,Jln. Trans Sulawesi,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,MTs,SWASTA,0.4885,120.7582
40203009,SD NEGERI MALINO,Jl. Padaelo No. 138,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4895,120.7597
69772326,TK NEGERI 5 ONGKA MALINO,"JL NELAYAN, DESA MALINO",Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,NEGERI,0.4861,120.7591
40202978,SMP NEGERI 2 BOLANO LAMBUNU,Jl. Persatuan Desa Ongka,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,NEGERI,0.4989,120.7787
40210247,MTSS ALKHAIRAAT ONGKA MALINO,Jl.Trans Sulawesi Dusun 2 Desa Ongka,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,MTs,SWASTA,0.4841,120.7795
40205232,TK AISYIYAH BUSTANUL ATHFAL,LORONG SISWA NO. 15 B,Kec. Mepanga,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,SWASTA,0.5413,120.7286
40203002,SD NEGERI KOTARAYA,Jl. Siswa No.10,Kec. Mepanga,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5416,120.7282
40205383,TK NEGERI 2 MEPANGA,Jl. Irigasi No. 2,Kec. Mepanga,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,NEGERI,0.5438,120.7321
70035817,KB DHARMA BAKTI,Jl. Irigasi No. 2,Kec. Mepanga,Kab. Parigi Moutong,Prov. Sulawesi Tengah,KB,SWASTA,0.5438,120.7321
40202914,SD NEGERI 1 ONGKA,Jl. Siswa No.114,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4829,120.7829
69786422,SMAN ONGKA MALINO,JL. TRANS SULAWESI,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMA,NEGERI,0.4845,120.7861
69935161,TK NEGERI 3 ONGKA MALINO,Dusun 6,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,NEGERI,0.5211,120.7841
40202839,SD NEGERI 2 ONGKA,Jl. Persatuan,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5233,120.7836
40203048,SD INPRES 1 ONGKA,Jln.Trans Sulawesi,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4827,120.7916
69935799,TK MITRA BAHARI,Jl. Trans Sulawesi,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,SWASTA,0.4824,120.791717
69792727,KB TUNAS BANGSA 2,JL. NELAYAN,Kec. Palasa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,KB,SWASTA,0.482449,120.792618
69935171,TK NEGERI 2 ONGKA MALINO,Desa Ongka Trimuspasari,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,NEGERI,0.5304,120.7873
69849089,SD KECIL TRIMUSPASARI,JL. Swakarsa,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5305,120.7899
40206949,SMP SATU ATAP NEGERI 3 ONGKA,Ongka Trimuspasari,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,NEGERI,0.5317,120.7906
69792668,KB PERMATA,Sungai Bosagon,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,KB,SWASTA,0.5385,120.7653
69935172,TK ANANDA,Jl. Poros ,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,SWASTA,0.5401,120.7765
70024547,KB ANANDA,Jl. Poros,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,KB,SWASTA,0.5401,120.7765
40203240,SD INPRES 3 MALINO,Jl. Sungai Bosagon,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5431,120.7637
69849142,SD KECIL LANGSAT,JL. Trans Sulawesi Desa Kayu Jati,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4824,120.8279
40202993,SD NEGERI SALMEKAR Wilayah Khusus,Jl. Persatuan,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5318,120.8125
69792670,KB MAWAR,Trans Sulawesi,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,KB,SWASTA,0.472827,120.826994
P9984882,PKBM BINA BANGSA,Desa Wanamukti,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,PKBM,SWASTA,0.4718407,120.8574772
40204626,SMP NEGERI SATU ATAP NEGERI 2 BOLANO LAMBUNU,JL Trans Sulawesi Desa Santigi ,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,NEGERI,0.4594,120.8318
40202871,SDN SANTIGI,DESA SANTIGI,Kec. Ongka Malino,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4592,120.8321
40206220,SD KECIL BOMBAN,Jl. Bukit Sari,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5058,120.8708
69947875,SD NEGERI WANAMUKTI UTARA,Jl. Kolano No. 102 Wanamukti Utara,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5096009,120.8876294
40205392,TK NEGERI 4 BOLANO,Jl. Siswa,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,NEGERI,0.504,120.9017
40203175,SD INPRES BOMBAN,Jl. Ki Hajar Dewantara ,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5033,120.9018
69856253,SD SMP SATU ATAP NEGERI BOMBAN,JL. KIHAJAR DEWANTARA,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,NEGERI,0.5036,120.9019
40205216,SD KECIL BOLANO,Jl. Trans Sulawesi,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4557,120.8571
40205214,SD KECIL TALUNDANG,Jl. BALI,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5184,120.9073
69786421,SMAN 1 BOLANO,JL.Taman Siswa No. 03 Wanamukti Utara,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMA,NEGERI,0.5148,120.9254
40203071,SD INPRES 1 WANAMUKTI,Jl. Yalapersada,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4871,120.931
69940457,TK NEGERI 3 BOLANO,Desa Wanamukti,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,NEGERI,0.4874,120.9315
69949647,TK MUTIARA BUNDA BOLANO,Jl. Kolano Dusun III,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,SWASTA,0.51542,120.93054
40203202,SD INPRES SRITABAANG,Jl. Tanjung Dako No. 01,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.468,120.9197
60727757,MTSS WANAMUKTI,JLN. RA KARTI03 WANAMUKTI KEC. BOLANO LAMBUNUNI NO.,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,MTs,SWASTA,0.4884,120.9323
40202966,SMP NEGERI 4 BOLANO LAMBUNU,Jl. Siswa No. 2,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,NEGERI,0.4864,120.9321
40203244,SD INPRES 2 WANAMUKTI,Desa Wanamukti,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4871,120.9335
40205387,TK NEGERI 2 BOLANO,DESA WANAMUKTI,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,NEGERI,0.4861,120.9336
40203170,SD INPRES 3 WANAMUKTI,Jl. Siswa No. 1 Desa Wanamukti ,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4859,120.9334
40203158,SD INPRES BERINGIN JAYA,Jl. Pajajaran,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4715,120.933
40203211,SD INPRES 2 PETUNASUGI,Desa Petunasugi,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5264,120.9434
40205144,SMP SATU ATAP NEGERI 1 BOLANO LAMBUNU,Jl. Tadulako No. 147,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,NEGERI,0.5259,120.9443
40203066,SD INPRES 1 PETUNASUGI,Jl. Tadulako No. 147,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5259,120.9444
69961774,SMK Salafiyah Al-Hikmah,Jl. Melati 03,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMK,SWASTA,0.536,120.9324
40203043,SD INPRES 1 MARGAPURA,Jl. Siswa No.1 Margapura,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5055,120.9606
40202868,SD NEGERI DESPOT PETUNASUGI,Jl. Trans Sulawesi,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5425,120.9275
69940621,TK NEGERI 3 BOLANO LAMBUNU,Jl. Ki. Hajar Dewantara No. 46,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,NEGERI,0.4956,120.969
40203216,SD NEGERI ANUTAPURA,Jl. Ki Hajar Dewantara,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.496,120.9692
40202949,SMAN 1 BOLANO LAMBUNU,JL. KI HAJAR DEWANTARA,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMA,NEGERI,0.5117,120.966
40209778,SMP DDI SIENDENG,JL Siendang Kilometer 7 Ds Siendeng ,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,SWASTA,0.4795,120.9666
40202972,SMP NEGERI 1 BOLANO LAMBUNU,Jl. Datuk Karama No. 500,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,NEGERI,0.5145,120.9758
70041173,SMA IT Darul Maarif,Jl. Cempaka No. 99,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMA,SWASTA,0.5268,120.9679
69937986,TK NEGERI 1 BOLANO LAMBUNU,Desa Kotanagaya,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,NEGERI,0.526508,120.968471
40202874,SD NEGERI PADANG RAYA,Jl. Padang Raya,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4939,120.9829
40205393,TK AL- JAMIATUL WASHLIYAH,Jl. Padang Raya,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,SWASTA,0.4973,120.9838
40203221,SD INPRES 2 KOTANAGAYA,Jl. Patimura No. 142,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.528,120.9695
69988961,SDN 1 GANONGOLSARI,Jl. KARYASARI,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.536225,120.959924
40203062,SD INPRES 1 KOTANAGAYA,Jl. Juanda NO. 140,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5351,120.9661
69936508,TK NEGERI 5 BOLANO LAMBUNU,Jl. Anoa,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,NEGERI,0.5355,120.9656
40205217,SD KECIL BANGKARA,Jl.Bangkara No.15 Bolano Utara,Kec. Bolano,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4593,120.9436
40205218,SD NEGERI SIENDENG,Siendeng,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4588,120.968
69935169,TK AISYIYAH BUSTANUL ATHFAL,Jl. Colano No. 01,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,SWASTA,0.5122,120.9933
40203245,SD INPRES 2 WANAGADING,Desa Wanagading,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5162,120.9995
40205276,TK PERTIWI OGRANDU,Jl. Padat Karya,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,SWASTA,0.5055,121.0049
40203070,SD INPRES 1 WANAGADING,Jl. Sukarno Hatta No 66,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5157,121.0003
40210231,MTSN 4 PARIGI,DESA BUKIT MAKMUR KEC. BOLANO LAMBUNU,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,MTs,NEGERI,0.5177,121.001
40206486,SMP NEGERI 6 BOLANO LAMBUNU,Jl. Soekarno  Hatta,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,NEGERI,0.5173,121.0022
69937985,TK NEGERI 4 BOLANO LAMBUNU,Jl. Padat Karya ,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,NEGERI,0.4821,121.0036
69940624,KB TEJA KUMARA,Jl. Cendrawasih,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,KB,SWASTA,0.511322,121.008956
40203005,SD NEGERI LAMBUNU,Jl. Padang Raya No. 92,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4566,120.9798
40210233,MTSS ALKHAIRAAT LAMBUNU,JALAN PENDIDIKAN KOMP MASJID JAMI,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,MTs,SWASTA,0.4566,120.9797
40206771,SMKS HILAL KHAIRAAT,Jl. Pendidikan Kompl. Mesin Jami Lambunu,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMK,SWASTA,0.4566,120.9791
40203064,SD INPRES 1 LAMBUNU,Jl. Trans Sulawesi No. 17,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4557,120.9754
69792675,KB PELITA HATI,JLN. KEBUN JERUK,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,KB,SWASTA,0.511214,121.023254
40203194,SD INPRES GUNUNGSARI,Desa GUNUNGSARI,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.5124,121.0246
40203195,SD INPRES KARYA AGUNG,Jl. Maman Abdulrahman,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4969,121.0426
69863280,SD NEGERI KARYA AGUNG,Desa Karya Agung,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4972,121.0529
69988512,SMA Alkhairaat Taopa,Desa Palapi,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMA,SWASTA,0.46869,121.054059
69792662,KB MAKARTI JAYA,Jln. Datuk Karama,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,KB,SWASTA,0.4712,121.0611
40203180,SD INPRES NUNURANTAI,Jl.Siswa No.01 Dusun II,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4712,121.0615
40205397,TK CAHAYA BUNDA NUNURANTAI,NUNURANTAI,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,SWASTA,0.4708,121.0612
70024597,KB PERTIWI TAOPA,Jl. Anoa,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,KB,SWASTA,0.4775,121.0766
69982106,TK NEGERI 1 TAOPA,Jl. Anoa,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,NEGERI,0.4693,121.0987
69936496,TK MIFTAHUL KHAIRAAT,Dusun II,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,TK,SWASTA,0.4576,121.0755
40202956,SMP NEGERI 1 TAOPA,Jl. Trans Sulawesi No. 103,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,NEGERI,0.4639,121.0935
40203182,SD INPRES PALAPI,Jl. Trans Sulawesi No. 26,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4571,121.0752
60727764,MTSS ALKHAIRAAT PALAPI,JLN. TRANS SULAWESI NO. 87 PALAPI KEC. TAOPA,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,MTs,SWASTA,0.4565,121.0755
40202942,SMKN 1 TAOPA,JL. TRANS SULAWESI DESA TAOPA NO.27,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMK,NEGERI,0.4603,121.0895
40202889,SD INPRES TAOPA,Jl. Trans Sulawesi,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4647,121.0971
60729543,MIS ALKHAIRAAT ONGKA,JLN. PELABUHAN KAYU JATI ONGKA KEC. BOLANO LAMBUNU,Kec. Bolano Lambunu,Kab. Parigi Moutong,Prov. Sulawesi Tengah,MI,SWASTA,0.490351,121.127652
69792705,KB KASIH SAYANG,Jl. Trans Sulawesi,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,KB,SWASTA,0.4663,121.1051
40203035,SDN TAOPA,"TRANS SULAWESI, TAOPA",Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4663,121.1059
40202901,SD MUHAMMADIYAH TAOPA,Jl. Mesjid Jami Dusun II Desa Paria,Kec. Taopa,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,SWASTA,0.4648,121.1035
40209865,MAS AN-NUR GIO,DESA GIO,Kec. Moutong,Kab. Parigi Moutong,Prov. Sulawesi Tengah,MA,SWASTA,0.4666,121.1169
40202859,SD NEGERI GIO,Jl. Mustika No. 89,Kec. Moutong,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4642,121.1176
70032382,SMA Islam Khodimul Quran,Jl. Pramuka No. 36 ,Kec. Moutong,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMA,SWASTA,0.4632,121.116
70000747,SMP ISLAM KHODIMUL QURAN,"Jl. Pramuka, NO. 36",Kec. Moutong,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SMP,SWASTA,0.4632,121.1161
40203059,SD INPRES 1 GIO,Jl. Trans Sulawesi No. 79,Kec. Moutong,Kab. Parigi Moutong,Prov. Sulawesi Tengah,SD,NEGERI,0.4661,121.1229
