npsn,nama,alamat,kecamatan,kabupaten,provinsi,bentuk_pendidikan,status_sekolah,latitude,longitude
69992462,KB AL-MUTTAQIIN,Jl. Pue Bongo 2 BTN Puskud RT III Palu,Kec. Tatanga,Kota Palu,Prov. Sulawesi Tengah,KB,SWASTA,-0.928,119.8527
69992584,TK AL-MUTTAQIIN,Jl. Pue Bongo 2 BTN Puskud RT III Palu,Kec. Tatanga,Kota Palu,Prov. Sulawesi Tengah,TK,SWASTA,-0.928,119.8527
40205633,TK AL KHAIRAAT PERUMNAS TINGGEDE,PERUMNAS TINGGEDE,Kec. Marawola,Kab. Sigi,Prov. Sulawesi Tengah,TK,SWASTA,-0.93444,119.8659616
40209802,SD NEGERI 4 KALUKUBULA,Jl Lando,Kec. Sigibiromaru,Kab. Sigi,Prov. Sulawesi Tengah,SD,NEGERI,-0.9566,119.8828
P9934689,PKBM SANGGINENI,Desa Kalukubula,Kec. Sigibiromaru,Kab. Sigi,Prov. Sulawesi Tengah,PKBM,SWASTA,-0.9559362,119.8857173
40200752,SMAS ALKHAIRAAT KALUKUBULA,JL. GURU TUA NO.234,Kec. Sigibiromaru,Kab. Sigi,Prov. Sulawesi Tengah,SMA,SWASTA,-0.951612,119.881494
69815398,SMK JANUR PERSADA SIGI,JL. Amanah II,Kec. Sigibiromaru,Kab. Sigi,Prov. Sulawesi Tengah,SMK,SWASTA,-0.951579,119.881601
69844489,TK QALBUN SALIM,JL. LAPATTA NO 12 DESA KALUKUBULA,Kec. Sigibiromaru,Kab. Sigi,Prov. Sulawesi Tengah,TK,SWASTA,-0.9493,119.883
69844536,PAUD BKPRMI UNIT O2 NUR AFIAT,Desa Kalukubula,Kec. Sigibiromaru,Kab. Sigi,Prov. Sulawesi Tengah,KB,SWASTA,-0.9492817,119.8851917
69908298,TK NUR AFIAT,Desa Kalukubula,Kec. Sigibiromaru,Kab. Sigi,Prov. Sulawesi Tengah,TK,SWASTA,-0.9492012,119.8852519
69932953,TPA NUR AFIAT,Desa Kalukubula,Kec. Sigibiromaru,Kab. Sigi,Prov. Sulawesi Tengah,TPA,SWASTA,-0.9492173,119.8852975
